customer.id,store,sale.date,tran.number,sku,category,qty,unit.cost,ext.cost,unit.original.retail,sale.amount,customer.state,age,birthday.month,years.as.member,in.store.exp,selection
C40297,12,2023-04-13,79100,2929421,Childrens,1,8.13,8.13,36.0,30.6,MA,37,4,1,5 Very Satisfied,4 Somewhat Satisfied
C40297,12,2023-04-13,79100,2932497,Accessories,1,10.05,10.05,48.0,40.8,MA,37,4,1,5 Very Satisfied,4 Somewhat Satisfied
C40940,14,2023-05-15,51612,2930001,Footwear,1,39.3,39.3,162.0,162.0,NY,33,11,2,Blank (missing data),Blank (missing data)
C40940,12,2023-12-21,95403,2977006,Women's Apparel,1,24.74,24.74,108.0,56.25,NY,33,11,2,Blank (missing data),Blank (missing data)
C40940,12,2023-12-21,95403,2981198,Women's Apparel,1,27.02,27.02,121.5,56.25,NY,33,11,2,Blank (missing data),Blank (missing data)
C40940,12,2023-12-21,95403,2856485,Women's Apparel,1,27.07,27.07,108.0,56.25,NY,33,11,2,Blank (missing data),Blank (missing data)
C40869,14,2023-05-15,51624,2934296,Men's Apparel,1,23.87,23.87,101.5,90.25,MA,34,4,0,Blank (missing data),Blank (missing data)
C40869,14,2023-05-15,51624,2923954,Footwear,1,42.69,42.69,174.0,73.47,MA,34,4,0,Blank (missing data),Blank (missing data)
C40727,14,2023-05-16,51650,2929076,Women's Apparel,1,22.39,22.39,99.0,39.35,MA,58,4,1,Blank (missing data),Blank (missing data)
C40727,14,2023-05-16,51650,2929933,Men's Apparel,1,19.3,19.3,84.0,30.61,MA,58,4,1,Blank (missing data),Blank (missing data)
C40727,14,2023-05-26,52045,2955581,Accessories,1,9.81,9.81,48.0,48.0,MA,58,4,1,Blank (missing data),Blank (missing data)
C40727,12,2023-07-03,84210,2923858,Men's Apparel,1,22.24,22.24,94.5,70.88,MA,58,4,1,Blank (missing data),Blank (missing data)
C41664,14,2023-05-16,51656,2936136,Footwear,1,28.08,28.08,132.0,103.29,MA,24,12,3,Blank (missing data),Blank (missing data)
C40074,14,2023-05-17,51676,2945757,Men's Apparel,1,16.8,16.8,66.5,60.58,VT,29,5,4,5 Very Satisfied,4 Somewhat Satisfied
C40074,14,2023-05-17,51680,2936461,Childrens,1,9.42,9.42,42.0,35.48,VT,29,5,4,5 Very Satisfied,4 Somewhat Satisfied
C40074,13,2023-09-17,75282,2951875,Accessories,1,11.77,11.77,48.0,40.8,VT,29,5,4,5 Very Satisfied,4 Somewhat Satisfied
C40074,13,2023-09-17,75282,2958607,Women's Apparel,1,22.84,22.84,108.0,91.8,VT,29,5,4,5 Very Satisfied,4 Somewhat Satisfied
C40074,12,2023-01-28,75703,2911866,Accessories,1,12.67,12.67,48.0,41.45,VT,29,5,4,5 Very Satisfied,4 Somewhat Satisfied
C40074,12,2023-01-28,75703,2918540,Childrens,1,9.05,9.05,40.5,35.44,VT,29,5,4,5 Very Satisfied,4 Somewhat Satisfied
C40074,12,2023-09-10,87931,2959560,Women's Apparel,1,24.71,24.71,108.0,93.69,VT,29,5,4,5 Very Satisfied,4 Somewhat Satisfied
C40083,14,2023-05-20,51799,2939258,Men's Apparel,1,15.52,15.52,77.0,43.75,MA,22,12,0,Blank (missing data),Blank (missing data)
C40083,14,2023-07-21,54066,2939236,Footwear,1,34.44,34.44,144.0,109.56,MA,22,12,0,Blank (missing data),Blank (missing data)
C40083,14,2023-07-21,54066,2942446,Footwear,1,28.05,28.05,132.0,100.44,MA,22,12,0,Blank (missing data),Blank (missing data)
C40083,14,2023-07-21,54066,2951851,Accessories,1,11.23,11.23,48.0,37.09,MA,22,12,0,Blank (missing data),Blank (missing data)
C40083,11,2023-05-09,69800,2934342,Accessories,1,10.74,10.74,48.0,41.48,MA,22,12,0,Blank (missing data),Blank (missing data)
C40083,11,2023-05-09,69800,2934297,Men's Apparel,1,23.87,23.87,101.5,87.71,MA,22,12,0,Blank (missing data),Blank (missing data)
C40083,11,2023-05-09,69801,2929231,Women's Apparel,1,25.27,25.27,108.0,97.2,MA,22,12,0,Blank (missing data),Blank (missing data)
C40083,13,2023-05-14,69801,2936440,Women's Apparel,1,25.16,25.16,108.0,108.0,MA,22,12,0,Blank (missing data),Blank (missing data)
C40083,12,2023-10-15,90138,2951994,Footwear,1,35.34,35.34,144.0,52.47,MA,22,12,0,Blank (missing data),Blank (missing data)
C40083,12,2023-10-15,90138,2961864,Childrens,1,8.98,8.98,40.5,28.35,MA,22,12,0,Blank (missing data),Blank (missing data)
C40083,12,2023-12-28,95768,2947788,Accessories,1,12.52,12.52,48.0,8.12,MA,22,12,0,Blank (missing data),Blank (missing data)
C42074,14,2023-05-20,51840,2923956,Footwear,1,42.69,42.69,174.0,52.47,VT,27,7,0,Blank (missing data),Blank (missing data)
C42074,14,2023-05-20,51840,2929472,Women's Apparel,1,25.07,25.07,108.0,91.8,VT,27,7,0,Blank (missing data),Blank (missing data)
C42074,14,2023-05-20,51840,2936555,Accessories,1,11.33,11.33,48.0,40.8,VT,27,7,0,Blank (missing data),Blank (missing data)
C42074,14,2023-07-09,53637,2927217,Men's Apparel,1,20.25,20.25,94.5,52.47,VT,27,7,0,Blank (missing data),Blank (missing data)
C42074,14,2023-07-09,53644,2939263,Childrens,1,9.61,9.61,43.5,37.59,VT,27,7,0,Blank (missing data),Blank (missing data)
C42074,14,2023-07-09,53644,2942051,Women's Apparel,1,25.27,25.27,108.0,93.33,VT,27,7,0,Blank (missing data),Blank (missing data)
C42074,13,2023-12-22,80459,2982025,Women's Apparel,1,25.49,25.49,121.5,56.25,VT,27,7,0,Blank (missing data),Blank (missing data)
C42405,14,2023-05-21,51872,2930104,Accessories,1,10.32,10.32,48.0,12.49,VT,28,12,0,5 Very Satisfied,4 Somewhat Satisfied
C42405,13,2023-04-11,68388,2943684,Men's Apparel,1,20.6,20.6,94.5,88.02,VT,28,12,0,5 Very Satisfied,4 Somewhat Satisfied
C42405,13,2023-05-21,70096,2929793,Men's Apparel,1,20.95,20.95,94.5,88.02,VT,28,12,0,5 Very Satisfied,4 Somewhat Satisfied
C42405,11,2023-07-27,73791,2956871,Women's Apparel,1,17.78,17.78,99.0,82.64,VT,28,12,0,5 Very Satisfied,4 Somewhat Satisfied
C42405,13,2023-08-08,73791,2963707,Women's Apparel,1,24.93,24.93,108.0,108.0,VT,28,12,0,5 Very Satisfied,4 Somewhat Satisfied
C42405,12,2023-05-10,80714,2942075,Women's Apparel,1,25.09,25.09,108.0,108.0,VT,28,12,0,5 Very Satisfied,4 Somewhat Satisfied
C41247,14,2023-05-21,51881,2910443,Footwear,1,34.71,34.71,144.0,14.97,MA,30,10,1,Blank (missing data),Blank (missing data)
C41152,14,2023-05-21,51887,2936556,Accessories,1,11.33,11.33,48.0,44.07,MA,35,5,1,Blank (missing data),Blank (missing data)
C41152,14,2023-05-21,51887,2948109,Footwear,1,39.0,39.0,144.0,134.25,MA,35,5,1,Blank (missing data),Blank (missing data)
C41152,12,2023-10-01,89258,2946920,Women's Apparel,1,23.06,23.06,99.0,13.48,MA,35,5,1,Blank (missing data),Blank (missing data)
C41586,14,2023-05-23,51931,2946218,Childrens,1,9.3,9.3,40.5,37.21,MA,30,6,0,Blank (missing data),Blank (missing data)
C41586,13,2023-06-23,71589,2945756,Men's Apparel,1,23.62,23.62,66.5,66.5,MA,30,6,0,Blank (missing data),Blank (missing data)
C41586,11,2023-06-13,71589,2959294,Women's Apparel,1,25.96,25.96,99.0,99.0,MA,30,6,0,Blank (missing data),Blank (missing data)
C41586,12,2023-11-22,92354,2981215,Women's Apparel,1,27.02,27.02,121.5,60.75,MA,30,6,0,Blank (missing data),Blank (missing data)
C40177,14,2023-05-23,51952,2930055,Accessories,1,10.59,10.59,50.0,10.79,MA,27,7,2,Blank (missing data),Blank (missing data)
C40177,14,2023-05-23,51952,2929899,Men's Apparel,1,19.3,19.3,84.0,15.73,MA,27,7,2,Blank (missing data),Blank (missing data)
C40177,14,2023-11-14,57722,2958534,Childrens,1,8.3,8.3,40.5,26.24,MA,27,7,2,Blank (missing data),Blank (missing data)
C40177,11,2023-06-01,71021,2938955,Men's Apparel,1,19.22,19.22,87.5,72.59,MA,27,7,2,Blank (missing data),Blank (missing data)
C40177,11,2023-06-01,71021,2942146,Men's Apparel,1,20.51,20.51,94.5,94.5,MA,27,7,2,Blank (missing data),Blank (missing data)
C40177,12,2023-06-10,82668,2938958,Men's Apparel,1,21.14,21.14,94.5,90.07,MA,27,7,2,Blank (missing data),Blank (missing data)
C40177,12,2023-06-10,82671,2938608,Women's Apparel,1,26.59,26.59,121.5,107.42,MA,27,7,2,Blank (missing data),Blank (missing data)
C41705,14,2023-05-24,51976,2941020,Footwear,1,32.52,32.52,114.0,75.0,VT,68,1,0,Blank (missing data),Blank (missing data)
C41705,11,2023-06-13,71577,2936446,Women's Apparel,1,23.3,23.3,108.0,108.0,VT,68,1,0,Blank (missing data),Blank (missing data)
C41705,11,2023-06-13,71578,2936279,Footwear,1,30.45,30.45,132.0,52.47,VT,68,1,0,Blank (missing data),Blank (missing data)
C41705,11,2023-07-08,72829,2918058,Women's Apparel,1,25.39,25.39,121.5,110.95,VT,68,1,0,Blank (missing data),Blank (missing data)
C41705,12,2023-03-02,76555,2929448,Women's Apparel,1,24.93,24.93,108.0,75.6,VT,68,1,0,Blank (missing data),Blank (missing data)
C42492,14,2023-05-24,51980,2936137,Footwear,1,28.08,28.08,132.0,75.0,VT,36,10,4,Blank (missing data),Blank (missing data)
C42492,14,2023-05-24,51980,2930524,Footwear,1,32.07,32.07,144.0,144.0,VT,36,10,4,Blank (missing data),Blank (missing data)
C40714,14,2023-05-25,51995,2926649,Footwear,1,25.86,25.86,114.0,29.97,VT,32,8,1,Blank (missing data),Blank (missing data)
C40714,11,2023-10-07,77479,2956810,Women's Apparel,1,20.9,20.9,108.0,28.1,VT,32,8,1,Blank (missing data),Blank (missing data)
C40714,12,2023-05-21,81440,2955582,Accessories,1,9.81,9.81,48.0,44.07,VT,32,8,1,Blank (missing data),Blank (missing data)
C40714,12,2023-06-16,83033,2938985,Accessories,1,11.57,11.57,48.0,36.72,VT,32,8,1,Blank (missing data),Blank (missing data)
C41736,14,2023-05-25,51998,2936615,Accessories,1,11.33,11.33,48.0,41.22,MA,31,9,0,4 Somewhat Satisfied,4 Somewhat Satisfied
C41736,12,2023-07-16,85031,2942340,Footwear,1,33.24,33.24,144.0,122.4,MA,31,9,0,4 Somewhat Satisfied,4 Somewhat Satisfied
C41850,14,2023-05-25,52001,2929446,Women's Apparel,1,24.93,24.93,108.0,33.73,NY,33,9,1,Blank (missing data),Blank (missing data)
C41850,12,2023-09-17,88409,2958607,Women's Apparel,1,22.84,22.84,108.0,92.5,NY,33,9,1,Blank (missing data),Blank (missing data)
C40827,14,2023-05-26,52034,2932455,Women's Apparel,1,23.29,23.29,99.0,56.25,TX,31,7,0,Blank (missing data),Blank (missing data)
C42465,14,2023-05-26,52040,2941016,Footwear,1,32.52,32.52,114.0,75.0,MA,75,9,0,Blank (missing data),Blank (missing data)
C42465,14,2023-05-26,52040,2946119,Childrens,1,9.71,9.71,43.5,18.75,MA,75,9,0,Blank (missing data),Blank (missing data)
C42465,12,2023-04-21,79517,2930309,Men's Apparel,1,20.16,20.16,77.0,58.59,MA,75,9,0,Blank (missing data),Blank (missing data)
C41690,14,2023-05-26,52041,2936139,Footwear,1,28.08,28.08,132.0,75.0,VT,26,1,5,5 Very Satisfied,5 Very Satisfied
C41690,14,2023-05-26,52041,2941021,Footwear,1,32.52,32.52,114.0,75.0,VT,26,1,5,5 Very Satisfied,5 Very Satisfied
C41690,11,2023-01-11,65250,2910264,Women's Apparel,1,28.4,28.4,108.0,93.69,VT,26,1,5,5 Very Satisfied,5 Very Satisfied
C41690,12,2023-09-29,89098,2938964,Men's Apparel,1,21.54,21.54,94.5,10.48,VT,26,1,5,5 Very Satisfied,5 Very Satisfied
C41690,12,2023-09-29,89098,2942340,Footwear,1,33.24,33.24,144.0,37.47,VT,26,1,5,5 Very Satisfied,5 Very Satisfied
C41690,12,2023-09-30,89130,2944202,Accessories,1,12.11,12.11,48.0,14.99,VT,26,1,5,5 Very Satisfied,5 Very Satisfied
C40578,14,2023-05-26,52060,2929232,Women's Apparel,1,25.27,25.27,108.0,108.0,MA,35,5,1,Blank (missing data),Blank (missing data)
C40578,13,2023-09-28,75696,2951934,Footwear,1,30.3,30.3,132.0,132.0,MA,35,5,1,Blank (missing data),Blank (missing data)
C40578,12,2023-07-29,85822,2961732,Men's Apparel,1,16.28,16.28,84.0,61.25,MA,35,5,1,Blank (missing data),Blank (missing data)
C42060,14,2023-05-26,52067,2910460,Footwear,1,33.39,33.39,144.0,14.97,MA,74,11,4,Blank (missing data),Blank (missing data)
C42060,14,2023-05-26,52068,2955580,Accessories,1,9.81,9.81,48.0,48.0,MA,74,11,4,Blank (missing data),Blank (missing data)
C40127,14,2023-05-27,52115,2927217,Men's Apparel,1,20.25,20.25,94.5,26.23,MA,26,2,1,Blank (missing data),Blank (missing data)
C40127,11,2023-07-16,73235,2923858,Men's Apparel,1,22.24,22.24,94.5,94.5,MA,26,2,1,Blank (missing data),Blank (missing data)
C40127,11,2023-09-02,75720,2949477,Footwear,1,34.8,34.8,144.0,144.0,MA,26,2,1,Blank (missing data),Blank (missing data)
C40127,11,2023-12-22,81145,2972381,Footwear,1,34.44,34.44,150.0,75.0,MA,26,2,1,Blank (missing data),Blank (missing data)
C40127,11,2023-12-22,81145,2981989,Women's Apparel,1,25.88,25.88,108.0,56.25,MA,26,2,1,Blank (missing data),Blank (missing data)
C40140,14,2023-05-27,52130,2930501,Footwear,1,25.11,25.11,114.0,67.5,MA,33,12,0,5 Very Satisfied,4 Somewhat Satisfied
C40140,12,2023-10-20,90483,2952032,Footwear,1,35.46,35.46,162.0,62.97,MA,33,12,0,5 Very Satisfied,4 Somewhat Satisfied
C40140,12,2023-10-20,90483,2958622,Women's Apparel,1,26.03,26.03,126.0,91.12,MA,33,12,0,5 Very Satisfied,4 Somewhat Satisfied
C40140,12,2023-10-25,90743,2979915,Women's Apparel,1,24.93,24.93,108.0,93.28,MA,33,12,0,5 Very Satisfied,4 Somewhat Satisfied
C40140,12,2023-12-09,93602,2981233,Women's Apparel,1,23.83,23.83,108.0,64.8,MA,33,12,0,5 Very Satisfied,4 Somewhat Satisfied
C40717,14,2023-05-27,52137,2938720,Men's Apparel,1,15.52,15.52,77.0,43.75,VT,24,9,4,Blank (missing data),Blank (missing data)
C40717,13,2023-04-21,68754,2923968,Footwear,1,26.61,26.61,114.0,44.94,VT,24,9,4,Blank (missing data),Blank (missing data)
C40717,12,2023-04-01,78451,2932408,Childrens,1,9.57,9.57,43.5,23.62,VT,24,9,4,Blank (missing data),Blank (missing data)
C40717,12,2023-04-01,78451,2930092,Accessories,1,10.34,10.34,44.0,31.5,VT,24,9,4,Blank (missing data),Blank (missing data)
C40457,14,2023-05-28,52149,2927228,Men's Apparel,1,20.25,20.25,94.5,26.23,MA,58,3,5,Blank (missing data),Blank (missing data)
C40457,11,2023-05-28,70845,2934321,Men's Apparel,1,23.96,23.96,101.5,101.5,MA,58,3,5,Blank (missing data),Blank (missing data)
C40457,12,2023-03-24,77893,2929768,Women's Apparel,1,27.16,27.16,108.0,108.0,MA,58,3,5,Blank (missing data),Blank (missing data)
C42318,14,2023-05-28,52158,2946696,Accessories,1,10.25,10.25,48.0,41.22,VT,34,12,4,Blank (missing data),Blank (missing data)
C42318,14,2023-06-14,52736,2934319,Men's Apparel,1,23.96,23.96,101.5,101.5,VT,34,12,4,Blank (missing data),Blank (missing data)
C42318,12,2023-04-15,79212,2932438,Women's Apparel,1,23.29,23.29,99.0,84.85,VT,34,12,4,Blank (missing data),Blank (missing data)
C42318,12,2023-04-15,79212,2936515,Accessories,1,11.67,11.67,48.0,41.64,VT,34,12,4,Blank (missing data),Blank (missing data)
C42318,13,2023-12-13,79212,2980655,Gifts & Lifestyle,1,7.88,7.88,48.0,28.8,VT,34,12,4,Blank (missing data),Blank (missing data)
C42289,14,2023-05-28,52160,2936789,Women's Apparel,1,25.04,25.04,108.0,108.0,CT,41,4,3,Blank (missing data),Blank (missing data)
C42289,14,2023-05-28,52160,2929502,Women's Apparel,1,24.39,24.39,108.0,28.1,CT,41,4,3,Blank (missing data),Blank (missing data)
C41296,14,2023-05-28,52167,2866160,Childrens,1,9.57,9.57,43.5,13.12,VT,28,10,4,Blank (missing data),Blank (missing data)
C41296,12,2023-07-07,84439,2943772,Men's Apparel,1,19.13,19.13,94.5,81.17,VT,28,10,4,Blank (missing data),Blank (missing data)
C41296,12,2023-08-21,87103,2939089,Men's Apparel,1,24.81,24.81,84.0,26.23,VT,28,10,4,Blank (missing data),Blank (missing data)
C40501,14,2023-05-29,52200,2929800,Men's Apparel,1,19.13,19.13,84.0,20.98,MA,25,8,4,Blank (missing data),Blank (missing data)
C40501,14,2023-05-29,52200,2932399,Men's Apparel,1,21.54,21.54,105.0,75.6,MA,25,8,4,Blank (missing data),Blank (missing data)
C40501,13,2023-04-08,68271,2933039,Men's Apparel,1,16.71,16.71,80.5,60.22,MA,25,8,4,Blank (missing data),Blank (missing data)
C40501,11,2023-05-13,70051,2936439,Women's Apparel,1,25.16,25.16,108.0,100.69,MA,25,8,4,Blank (missing data),Blank (missing data)
C42496,14,2023-05-29,52207,2929900,Men's Apparel,1,19.3,19.3,84.0,17.48,VT,26,5,4,5 Very Satisfied,4 Somewhat Satisfied
C42496,14,2023-05-29,52207,2923880,Accessories,1,11.13,11.13,48.0,9.99,VT,26,5,4,5 Very Satisfied,4 Somewhat Satisfied
C42496,13,2023-08-25,74474,2969478,Women's Apparel,1,24.73,24.73,108.0,93.28,VT,26,5,4,5 Very Satisfied,4 Somewhat Satisfied
C42496,11,2023-12-16,80542,2967000,Gifts & Lifestyle,1,10.79,10.79,48.0,28.8,VT,26,5,4,5 Very Satisfied,4 Somewhat Satisfied
C42496,12,2023-07-29,85790,2959397,Accessories,1,11.12,11.12,48.0,25.0,VT,26,5,4,5 Very Satisfied,4 Somewhat Satisfied
C41679,14,2023-05-31,52259,2936547,Women's Apparel,1,22.79,22.79,99.0,99.0,MA,43,10,3,Blank (missing data),Blank (missing data)
C41679,13,2023-07-30,73391,2938585,Accessories,1,9.65,9.65,44.0,25.0,MA,43,10,3,Blank (missing data),Blank (missing data)
C42131,14,2023-06-01,52318,2936454,Childrens,1,9.42,9.42,42.0,30.98,MA,30,12,0,Blank (missing data),Blank (missing data)
C42131,11,2023-09-19,76613,2952008,Footwear,1,33.99,33.99,144.0,33.72,MA,30,12,0,Blank (missing data),Blank (missing data)
C42131,12,2023-06-04,82366,2930053,Accessories,1,10.59,10.59,50.0,22.48,MA,30,12,0,Blank (missing data),Blank (missing data)
C42131,12,2023-06-04,82366,2929244,Men's Apparel,1,18.97,18.97,84.0,32.78,MA,30,12,0,Blank (missing data),Blank (missing data)
C41652,14,2023-06-01,52319,2938597,Accessories,1,10.44,10.44,48.0,33.62,VT,55,12,4,4 Somewhat Satisfied,5 Very Satisfied
C41652,14,2023-07-21,54073,2943039,Accessories,1,10.31,10.31,48.0,41.46,VT,55,12,4,4 Somewhat Satisfied,5 Very Satisfied
C41652,14,2023-07-21,54073,2942954,Women's Apparel,1,25.36,25.36,108.0,84.13,VT,55,12,4,4 Somewhat Satisfied,5 Very Satisfied
C41652,14,2023-07-21,54073,2946220,Childrens,1,9.3,9.3,40.5,22.96,VT,55,12,4,4 Somewhat Satisfied,5 Very Satisfied
C41652,13,2023-07-28,73297,2947886,Women's Apparel,1,24.19,24.19,99.0,78.75,VT,55,12,4,4 Somewhat Satisfied,5 Very Satisfied
C41652,12,2023-11-02,91127,2966701,Women's Apparel,1,24.59,24.59,108.0,84.13,VT,55,12,4,4 Somewhat Satisfied,5 Very Satisfied
C41896,14,2023-06-02,52352,2930525,Footwear,1,32.07,32.07,144.0,129.6,MA,25,9,5,Blank (missing data),Blank (missing data)
C41896,14,2023-12-21,59362,2972245,Women's Apparel,1,27.7,27.7,121.5,50.62,MA,25,9,5,Blank (missing data),Blank (missing data)
C41896,12,2023-05-29,82034,2951013,Men's Apparel,1,20.69,20.69,101.5,101.5,MA,25,9,5,Blank (missing data),Blank (missing data)
C41735,14,2023-06-03,52374,2934322,Men's Apparel,1,23.96,23.96,101.5,101.5,VT,62,10,4,Blank (missing data),Blank (missing data)
C41735,13,2023-10-29,76804,2966704,Women's Apparel,1,24.62,24.62,108.0,81.0,VT,62,10,4,Blank (missing data),Blank (missing data)
C41735,11,2023-09-23,76804,2958858,Footwear,1,31.17,31.17,132.0,100.98,VT,62,10,4,Blank (missing data),Blank (missing data)
C41735,12,2023-08-12,86712,2957006,Footwear,1,28.95,28.95,132.0,132.0,VT,62,10,4,Blank (missing data),Blank (missing data)
C41098,14,2023-06-04,52406,2936508,Women's Apparel,1,24.93,24.93,108.0,94.57,MA,29,5,2,Blank (missing data),Blank (missing data)
C41098,13,2023-06-04,70703,2933254,Men's Apparel,1,15.52,15.52,77.0,32.78,MA,29,5,2,Blank (missing data),Blank (missing data)
C41689,14,2023-06-04,52414,2938260,Women's Apparel,1,24.82,24.82,108.0,39.35,MA,23,12,0,Blank (missing data),Blank (missing data)
C41689,11,2023-10-14,77775,2963708,Women's Apparel,1,24.93,24.93,108.0,54.0,MA,23,12,0,Blank (missing data),Blank (missing data)
C41689,11,2023-10-14,77775,2969166,Men's Apparel,1,30.17,30.17,94.5,47.25,MA,23,12,0,Blank (missing data),Blank (missing data)
C41689,11,2023-10-14,77775,2948119,Footwear,1,39.0,39.0,144.0,22.47,MA,23,12,0,Blank (missing data),Blank (missing data)
C41689,12,2023-12-23,95919,2958567,Women's Apparel,1,22.84,22.84,108.0,22.46,MA,23,12,0,Blank (missing data),Blank (missing data)
C41922,14,2023-06-06,52464,2941015,Footwear,1,32.52,32.52,114.0,96.9,RI,40,2,0,4 Somewhat Satisfied,4 Somewhat Satisfied
C41922,14,2023-06-06,52464,2930524,Footwear,1,32.07,32.07,144.0,128.1,RI,40,2,0,4 Somewhat Satisfied,4 Somewhat Satisfied
C41922,14,2023-06-06,52464,2933253,Men's Apparel,1,15.52,15.52,77.0,32.79,RI,40,2,0,4 Somewhat Satisfied,4 Somewhat Satisfied
C41922,14,2023-06-06,52466,2923953,Footwear,1,42.69,42.69,174.0,104.94,RI,40,2,0,4 Somewhat Satisfied,4 Somewhat Satisfied
C41922,14,2023-06-06,52466,2936235,Accessories,1,10.79,10.79,48.0,43.77,RI,40,2,0,4 Somewhat Satisfied,4 Somewhat Satisfied
C41922,14,2023-10-04,56500,2958559,Women's Apparel,1,24.39,24.39,108.0,97.2,RI,40,2,0,4 Somewhat Satisfied,4 Somewhat Satisfied
C41922,12,2023-11-04,91268,2947923,Accessories,1,12.1,12.1,48.0,9.36,RI,40,2,0,4 Somewhat Satisfied,4 Somewhat Satisfied
C41922,12,2023-11-04,91268,2958038,Footwear,1,35.76,35.76,144.0,46.86,RI,40,2,0,4 Somewhat Satisfied,4 Somewhat Satisfied
C40978,14,2023-06-06,52470,2936499,Footwear,1,33.54,33.54,144.0,122.4,MA,55,6,2,Blank (missing data),Blank (missing data)
C40978,14,2023-06-06,52470,2938985,Accessories,1,11.57,11.57,48.0,40.8,MA,55,6,2,Blank (missing data),Blank (missing data)
C40978,12,2023-08-03,86086,2952040,Men's Apparel,1,24.05,24.05,112.0,66.5,MA,55,6,2,Blank (missing data),Blank (missing data)
C40978,12,2023-12-01,92962,2965081,Gifts & Lifestyle,1,11.67,11.67,48.0,36.0,MA,55,6,2,Blank (missing data),Blank (missing data)
C40978,12,2023-12-01,92962,2978527,Women's Apparel,1,28.04,28.04,108.0,81.0,MA,55,6,2,Blank (missing data),Blank (missing data)
C42035,14,2023-06-06,52483,2932495,Accessories,1,10.05,10.05,48.0,24.98,VT,23,10,0,Blank (missing data),Blank (missing data)
C42035,11,2023-04-21,68901,2824650,Accessories,1,10.79,10.79,44.0,18.73,VT,23,10,0,Blank (missing data),Blank (missing data)
C42035,12,2023-12-05,93287,2971386,Women's Apparel,1,24.1,24.1,108.0,29.23,VT,23,10,0,Blank (missing data),Blank (missing data)
C42035,12,2023-12-05,93287,2958688,Men's Apparel,1,20.93,20.93,101.5,40.07,VT,23,10,0,Blank (missing data),Blank (missing data)
C42035,12,2023-12-05,93287,2958024,Accessories,1,11.13,11.13,48.0,14.43,VT,23,10,0,Blank (missing data),Blank (missing data)
C42035,12,2023-12-05,93287,2961885,Women's Apparel,1,24.71,24.71,108.0,29.23,VT,23,10,0,Blank (missing data),Blank (missing data)
C41883,14,2023-06-08,52527,2939236,Footwear,1,34.44,34.44,144.0,122.4,MA,39,2,1,Blank (missing data),Blank (missing data)
C41883,14,2023-06-08,52527,2938992,Accessories,1,11.29,11.29,48.0,40.8,MA,39,2,1,Blank (missing data),Blank (missing data)
C40613,14,2023-06-09,52573,2945757,Men's Apparel,1,16.8,16.8,66.5,59.62,NY,46,8,1,5 Very Satisfied,3 Neutral
C40613,12,2023-03-05,76735,2929467,Women's Apparel,1,23.71,23.71,108.0,56.25,NY,46,8,1,5 Very Satisfied,3 Neutral
C40613,13,2023-10-26,76735,2966780,Childrens,1,9.2,9.2,42.0,30.38,NY,46,8,1,5 Very Satisfied,3 Neutral
C40613,13,2023-10-26,76735,2966781,Childrens,1,9.2,9.2,42.0,30.38,NY,46,8,1,5 Very Satisfied,3 Neutral
C40613,12,2023-10-11,89825,2958737,Accessories,1,12.07,12.07,56.0,43.57,NY,46,8,1,5 Very Satisfied,3 Neutral
C40613,12,2023-12-23,95929,2958567,Women's Apparel,1,22.84,22.84,108.0,18.36,NY,46,8,1,5 Very Satisfied,3 Neutral
C40613,12,2023-12-23,95929,2961870,Childrens,1,9.09,9.09,40.5,9.2,NY,46,8,1,5 Very Satisfied,3 Neutral
C40613,12,2023-12-23,95929,2947631,Footwear,1,30.4,30.4,132.0,24.48,NY,46,8,1,5 Very Satisfied,3 Neutral
C42275,14,2023-06-09,52575,2938584,Accessories,1,9.65,9.65,44.0,44.0,MA,29,6,0,Blank (missing data),Blank (missing data)
C42006,14,2023-06-09,52578,2923972,Footwear,1,26.61,26.61,114.0,59.94,MA,23,11,0,Blank (missing data),Blank (missing data)
C42006,14,2023-06-09,52578,2890572,Accessories,1,10.79,10.79,48.0,4.98,MA,23,11,0,Blank (missing data),Blank (missing data)
C42006,12,2023-05-19,81307,2943699,Men's Apparel,1,20.77,20.77,94.5,94.5,MA,23,11,0,Blank (missing data),Blank (missing data)
C42006,12,2023-09-27,88978,2951923,Accessories,1,10.05,10.05,44.0,20.0,MA,23,11,0,Blank (missing data),Blank (missing data)
C40722,14,2023-06-12,52679,2938585,Accessories,1,9.65,9.65,44.0,37.69,MA,24,8,0,Blank (missing data),Blank (missing data)
C40722,14,2023-06-12,52679,2923877,Accessories,1,11.13,11.13,48.0,24.98,MA,24,8,0,Blank (missing data),Blank (missing data)
C40722,14,2023-06-12,52679,2936441,Women's Apparel,1,23.48,23.48,108.0,92.5,MA,24,8,0,Blank (missing data),Blank (missing data)
C40722,13,2023-01-13,65565,2854587,Childrens,1,10.27,10.27,43.5,3.74,MA,24,8,0,Blank (missing data),Blank (missing data)
C40722,11,2023-07-09,72869,2938987,Accessories,1,11.57,11.57,48.0,44.75,MA,24,8,0,Blank (missing data),Blank (missing data)
C40722,12,2023-04-15,79213,2936475,Accessories,1,11.33,11.33,48.0,42.03,MA,24,8,0,Blank (missing data),Blank (missing data)
C41691,14,2023-06-14,52728,2936786,Women's Apparel,1,25.04,25.04,108.0,108.0,MA,40,5,0,Blank (missing data),Blank (missing data)
C41691,13,2023-07-14,72632,2942986,Women's Apparel,1,23.6,23.6,99.0,91.82,MA,40,5,0,Blank (missing data),Blank (missing data)
